"pais","nacionalidad","estado","ciudad"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Divičani"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Republika Srpska","Derventa"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Crnići"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Cim"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Cazin"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Bužim"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Busovača"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Bugojno"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Brčko","Brčko"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Republika Srpska","Bronzani Majdan"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Republika Srpska","Brod"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Brčko","Brka"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Breza"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Bosansko Grahovo"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Bosanski Petrovac"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Bosanska Krupa"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Republika Srpska","Blatnica"
"Bosnia and Herzegovina","Bosnian or Herzegovinian","Federation of Bosnia and Herzegovina","Blagaj"
"Botswana","Motswana, Botswanan","Kgatleng","Bokaa"
"Botswana","Motswana, Botswanan","Kweneng","Botlhapatlou"
"Botswana","Motswana, Botswanan","Ghanzi","Dekar"
"Botswana","Motswana, Botswanan","North-East","Dukwe"
"Botswana","Motswana, Botswanan","Kweneng","Dutlwe"
"Botswana","Motswana, Botswanan","Central","Makobeng"
"Botswana","Motswana, Botswanan","North-East","Makaleng"
"Botswana","Motswana, Botswanan","Central","Machaneng"
"Botswana","Motswana, Botswanan","Central","Maapi"
"Botswana","Motswana, Botswanan","Central","Letsheng"
"Botswana","Motswana, Botswanan","Kweneng","Letlhakeng"
"Botswana","Motswana, Botswanan","Central","Kalamare"
"Botswana","Motswana, Botswanan","South-East","Janeng"
"Botswana","Motswana, Botswanan","Kgalagadi","Hukuntsi"
"Botswana","Motswana, Botswanan","Central","Gweta"
"Botswana","Motswana, Botswanan","Central","Gobojango"
"Botswana","Motswana, Botswanan","Ghanzi","Ghanzi"
"Botswana","Motswana, Botswanan","Kweneng","Gaphatshwe"
"Botswana","Motswana, Botswanan","South-East","Gaborone"
"Botswana","Motswana, Botswanan","Kweneng","Gabane"
"Botswana","Motswana, Botswanan","Central","Letlhakane"
"Botswana","Motswana, Botswanan","Kweneng","Lenchwe Le Tau"
"Botswana","Motswana, Botswanan","Kgalagadi","Lehututu"
"Botswana","Motswana, Botswanan","South-East","Kopong"
"Botswana","Motswana, Botswanan","Kweneng","Khudumelapye"
"Botswana","Motswana, Botswanan","Southern","Khakhea"
"Botswana","Motswana, Botswanan","Southern","Kanye"
"Botswana","Motswana, Botswanan","Kgalagadi","Kang"
"Botswana","Motswana, Botswanan","Central","Mahalapye"
"Botswana","Motswana, Botswanan","Kgalagadi","Werda"
"Botswana","Motswana, Botswanan","Kgalagadi","Tshabong"
"Botswana","Motswana, Botswanan","Central","Tonota"
"Botswana","Motswana, Botswanan","Central","Tobane"
"Botswana","Motswana, Botswanan","Kweneng","Thamaga"
"Botswana","Motswana, Botswanan","Central","Tamasane"
"Botswana","Motswana, Botswanan","Central","Sua"
"Botswana","Motswana, Botswanan","North-West","Shakawe"
"Botswana","Motswana, Botswanan","Central","Serowe"
"Botswana","Motswana, Botswanan","Southern","Sekoma"
"Botswana","Motswana, Botswanan","North-West","Sehithwa"
"Botswana","Motswana, Botswanan","Central","Sefophe"
"Botswana","Motswana, Botswanan","North-East","Sebina"
"Botswana","Motswana, Botswanan","Central","Ratholo"
"Botswana","Motswana, Botswanan","South-East","Ramotswa"
"Botswana","Motswana, Botswanan","Central","Ramokgonami"
"Botswana","Motswana, Botswanan","Central","Rakops"
"Botswana","Motswana, Botswanan","Central","Pilikwe"
"Botswana","Motswana, Botswanan","Kgatleng","Pilane"
"Botswana","Motswana, Botswanan","North-West","Pandamatenga"
"Botswana","Motswana, Botswanan","Central","Palapye"
"Botswana","Motswana, Botswanan","South-East","Otse"
"Botswana","Motswana, Botswanan","Central","Orapa"
"Botswana","Motswana, Botswanan","North-West","Nokaneng"
"Botswana","Motswana, Botswanan","Kweneng","Nkoyaphiri"
"Botswana","Motswana, Botswanan","Central","Nata"
"Botswana","Motswana, Botswanan","Southern","Mosopa"
"Botswana","Motswana, Botswanan","Central","Mosetse"
"Botswana","Motswana, Botswanan","Central","Mopipi"
"Botswana","Motswana, Botswanan","Central","Mookane"
"Botswana","Motswana, Botswanan","Kweneng","Molepolole"
"Botswana","Motswana, Botswanan","Central","Moijabana"
"Botswana","Motswana, Botswanan","Kweneng","Mogoditshane"
"Botswana","Motswana, Botswanan","Central","Mogapi"
"Botswana","Motswana, Botswanan","Kgatleng","Mochudi"
"Botswana","Motswana, Botswanan","Kweneng","Mmopone"
"Botswana","Motswana, Botswanan","Kgatleng","Mmathubudukwane"
"Botswana","Motswana, Botswanan","Kweneng","Metsemotlhaba"
"Botswana","Motswana, Botswanan","Central","Maunatlala"
"Botswana","Motswana, Botswanan","North-West","Maun"
"Botswana","Motswana, Botswanan","Central","Mathathane"
"Botswana","Motswana, Botswanan","Central","Mathambgwane"
"Botswana","Motswana, Botswanan","Central","Mathakola"
"Botswana","Motswana, Botswanan","North-East","Masunga"
"Botswana","Motswana, Botswanan","Kgalagadi","Manyana"
"Botswana","Motswana, Botswanan","Central","Makwata"
"Brazil","Brazilian","Minas Gerais","Delfinópolis"
"Brazil","Brazilian","Alagoas","Delmiro Gouveia"
"Brazil","Brazilian","Minas Gerais","Delta"
"Brazil","Brazilian","Piauí","Demerval Lobão"
"Brazil","Brazilian","Mato Grosso","Denise"
"Brazil","Brazilian","Mato Grosso do Sul","Deodápolis"
"Brazil","Brazilian","Ceará","Deputado Irapuan Pinheiro"
"Brazil","Brazilian","Rio Grande do Sul","Derrubadas"
"Brazil","Brazilian","São Paulo","Descalvado"
"Brazil","Brazilian","Santa Catarina","Descanso"
"Brazil","Brazilian","Minas Gerais","Descoberto"
"Brazil","Brazilian","Paraíba","Desterro"
"Brazil","Brazilian","Minas Gerais","Desterro de Entre Rios"
"Brazil","Brazilian","Minas Gerais","Desterro do Melo"
"Brazil","Brazilian","Rio Grande do Sul","Dezesseis de Novembro"
"Brazil","Brazilian","São Paulo","Diadema"
"Brazil","Brazilian","Paraíba","Diamante"
"Brazil","Brazilian","Paraná","Diamante d'Oeste"
"Brazil","Brazilian","Paraná","Diamante do Norte"
"Brazil","Brazilian","Paraná","Diamante do Sul"
"Brazil","Brazilian","Minas Gerais","Diamantina"
"Brazil","Brazilian","Mato Grosso","Diamantino"
"Brazil","Brazilian","Tocantins","Dianópolis"
"Brazil","Brazilian","Bahia","Dias d'Ávila"
"Brazil","Brazilian","Rio Grande do Sul","Dilermando de Aguiar"
"Brazil","Brazilian","Minas Gerais","Diogo de Vasconcelos"
"Brazil","Brazilian","Minas Gerais","Dionísio"
"Brazil","Brazilian","Santa Catarina","Dionísio Cerqueira"
"Brazil","Brazilian","Goiás","Diorama"
"Brazil","Brazilian","São Paulo","Dirce Reis"
"Brazil","Brazilian","Piauí","Dirceu Arcoverde"
"Brazil","Brazilian","Sergipe","Divina Pastora"
"Brazil","Brazilian","Minas Gerais","Divino"
"Brazil","Brazilian","Minas Gerais","Divino das Laranjeiras"
"Brazil","Brazilian","Espírito Santo","Divino de São Lourenço"
"Brazil","Brazilian","São Paulo","Divinolândia"
"Brazil","Brazilian","Minas Gerais","Divinolândia de Minas"
"Brazil","Brazilian","Minas Gerais","Divinésia"
"Brazil","Brazilian","Minas Gerais","Divinópolis"
"Brazil","Brazilian","Goiás","Divinópolis de Goiás"
"Brazil","Brazilian","Tocantins","Divinópolis do Tocantins"
"Brazil","Brazilian","Minas Gerais","Divisa Alegre"
"Brazil","Brazilian","Minas Gerais","Divisa Nova"
"Brazil","Brazilian","Minas Gerais","Divisópolis"
"Brazil","Brazilian","São Paulo","Dobrada"
"Brazil","Brazilian","São Paulo","Dois Córregos"
"Brazil","Brazilian","Rio Grande do Sul","Dois Irmãos"
"Brazil","Brazilian","Rio Grande do Sul","Dois Irmãos das Missões"
"Brazil","Brazilian","Mato Grosso do Sul","Dois Irmãos do Buriti"
"Brazil","Brazilian","Tocantins","Dois Irmãos do Tocantins"
"Brazil","Brazilian","Rio Grande do Sul","Dois Lajeados"
"Brazil","Brazilian","Alagoas","Dois Riachos"
"Brazil","Brazilian","Paraná","Dois Vizinhos"
"Brazil","Brazilian","São Paulo","Dolcinópolis"
"Brazil","Brazilian","Mato Grosso","Dom Aquino"
"Brazil","Brazilian","Bahia","Dom Basílio"
"Brazil","Brazilian","Minas Gerais","Dom Bosco"
"Brazil","Brazilian","Minas Gerais","Dom Cavati"
"Brazil","Brazilian","Pará","Dom Eliseu"
"Brazil","Brazilian","Piauí","Dom Expedito Lopes"
"Brazil","Brazilian","Rio Grande do Sul","Dom Feliciano"
"Brazil","Brazilian","Piauí","Dom Inocêncio"
"Brazil","Brazilian","Minas Gerais","Dom Joaquim"
"Brazil","Brazilian","Bahia","Dom Macedo Costa"
"Brazil","Brazilian","Rio Grande do Sul","Dom Pedrito"
"Brazil","Brazilian","Maranhão","Dom Pedro"
"Brazil","Brazilian","Rio Grande do Sul","Dom Pedro de Alcântara"
"Brazil","Brazilian","Minas Gerais","Dom Silvério"
"Brazil","Brazilian","Minas Gerais","Dom Viçoso"
"Brazil","Brazilian","Espírito Santo","Domingos Martins"
"Brazil","Brazilian","Piauí","Domingos Mourão"
"Brazil","Brazilian","Santa Catarina","Dona Emma"
"Brazil","Brazilian","Minas Gerais","Dona Eusébia"
"Brazil","Brazilian","Rio Grande do Sul","Dona Francisca"
"Brazil","Brazilian","Paraíba","Dona Inês"
"Brazil","Brazilian","Minas Gerais","Dores de Campos"
"Brazil","Brazilian","Minas Gerais","Dores de Guanhães"
"Brazil","Brazilian","Minas Gerais","Dores do Indaiá"
"Brazil","Brazilian","Espírito Santo","Dores do Rio Preto"
"Brazil","Brazilian","Minas Gerais","Dores do Turvo"
"Brazil","Brazilian","Minas Gerais","Doresópolis"
"Brazil","Brazilian","Pernambuco","Dormentes"
"Brazil","Brazilian","Paraná","Douradina"
"Brazil","Brazilian","Mato Grosso do Sul","Douradina"
"Brazil","Brazilian","São Paulo","Dourado"
"Brazil","Brazilian","Minas Gerais","Douradoquara"
"Brazil","Brazilian","Mato Grosso do Sul","Dourados"
"Brazil","Brazilian","Paraná","Doutor Camargo"
"Brazil","Brazilian","Rio Grande do Sul","Doutor Maurício Cardoso"
"Brazil","Brazilian","Santa Catarina","Doutor Pedrinho"
"Brazil","Brazilian","Rio Grande do Sul","Doutor Ricardo"
"Brazil","Brazilian","Rio Grande do Norte","Doutor Severiano"
"Brazil","Brazilian","Paraná","Doutor Ulysses"
"Brazil","Brazilian","Goiás","Doverlândia"
"Brazil","Brazilian","São Paulo","Dracena"
"Brazil","Brazilian","São Paulo","Duartina"
"Brazil","Brazilian","Rio de Janeiro","Duas Barras"
"Brazil","Brazilian","Paraíba","Duas Estradas"
"Brazil","Brazilian","Tocantins","Dueré"
"Brazil","Brazilian","São Paulo","Dumont"
"Brazil","Brazilian","Maranhão","Duque Bacelar"
"Brazil","Brazilian","Rio de Janeiro","Duque de Caxias"
"Brazil","Brazilian","Minas Gerais","Durandé"
"Brazil","Brazilian","Bahia","Dário Meira"
"Brazil","Brazilian","São Paulo","Echaporã"
"Brazil","Brazilian","Espírito Santo","Ecoporanga"
"Brazil","Brazilian","Goiás","Edealina"
"Brazil","Brazilian","Goiás","Edéia"
"Brazil","Brazilian","Amazonas","Eirunepé"
"Brazil","Brazilian","Mato Grosso do Sul","Eldorado"
"Brazil","Brazilian","São Paulo","Eldorado"
"Brazil","Brazilian","Pará","Eldorado do Carajás"
"Brazil","Brazilian","Rio Grande do Sul","Eldorado do Sul"
"Brazil","Brazilian","Piauí","Elesbão Veloso"
"Brazil","Brazilian","São Paulo","Elias Fausto"
"Brazil","Brazilian","Piauí","Eliseu Martins"
"Brazil","Brazilian","São Paulo","Elisiário"
"Brazil","Brazilian","Bahia","Elísio Medrado"
"Brazil","Brazilian","Minas Gerais","Elói Mendes"
"Brazil","Brazilian","Paraíba","Emas"
"Brazil","Brazilian","São Paulo","Embaúba"
"Brazil","Brazilian","São Paulo","Embu"
"Brazil","Brazilian","São Paulo","Embu Guaçu"
"Brazil","Brazilian","São Paulo","Embu das Artes"
"Brazil","Brazilian","São Paulo","Emilianópolis"
"Brazil","Brazilian","Rio Grande do Sul","Encantado"
"Brazil","Brazilian","Rio Grande do Norte","Encanto"
"Brazil","Brazilian","Bahia","Encruzilhada"
"Brazil","Brazilian","Rio Grande do Sul","Encruzilhada do Sul"
"Brazil","Brazilian","Paraná","Engenheiro Beltrão"
"Brazil","Brazilian","Minas Gerais","Engenheiro Caldas"
"Brazil","Brazilian","São Paulo","Engenheiro Coelho"
"Brazil","Brazilian","Minas Gerais","Engenheiro Navarro"
"Brazil","Brazilian","Rio de Janeiro","Engenheiro Paulo de Frontin"
"Brazil","Brazilian","Rio Grande do Sul","Engenho Velho"
"Brazil","Brazilian","Minas Gerais","Entre Folhas"
"Brazil","Brazilian","Bahia","Entre Rios"
"Brazil","Brazilian","Santa Catarina","Entre Rios"
"Brazil","Brazilian","Minas Gerais","Entre Rios de Minas"
"Brazil","Brazilian","Paraná","Entre Rios do Oeste"
"Brazil","Brazilian","Rio Grande do Sul","Entre Rios do Sul"
"Brazil","Brazilian","Rio Grande do Sul","Entre-Ijuís"
"Brazil","Brazilian","Amazonas","Envira"
"Brazil","Brazilian","Paraná","Enéas Marques"
"Brazil","Brazilian","Acre","Epitaciolândia"
"Brazil","Brazilian","Rio Grande do Norte","Equador"
"Brazil","Brazilian","Rio Grande do Sul","Erebango"
"Brazil","Brazilian","Rio Grande do Sul","Erechim"
"Brazil","Brazilian","Ceará","Ererê"
"Brazil","Brazilian","Santa Catarina","Ermo"
"Brazil","Brazilian","Rio Grande do Sul","Ernestina"
"Brazil","Brazilian","Rio Grande do Sul","Erval Grande"
"Brazil","Brazilian","Rio Grande do Sul","Erval Seco"
"Brazil","Brazilian","Santa Catarina","Erval Velho"
"Brazil","Brazilian","Minas Gerais","Ervália"
"Brazil","Brazilian","Pernambuco","Escada"
"Brazil","Brazilian","Rio Grande do Sul","Esmeralda"
"Brazil","Brazilian","Minas Gerais","Esmeraldas"
"Brazil","Brazilian","Minas Gerais","Espera Feliz"
"Brazil","Brazilian","Tocantins","Esperantina"
"Brazil","Brazilian","Piauí","Esperantina"
"Brazil","Brazilian","Maranhão","Esperantinópolis"
"Brazil","Brazilian","Paraíba","Esperança"
"Brazil","Brazilian","Paraná","Esperança Nova"
"Brazil","Brazilian","Rio Grande do Sul","Esperança do Sul"
"Brazil","Brazilian","Paraná","Espigão Alto do Iguaçu"
"Brazil","Brazilian","Rondônia","Espigão d'Oeste"
"Brazil","Brazilian","Minas Gerais","Espinosa"
"Brazil","Brazilian","Bahia","Esplanada"
"Brazil","Brazilian","Rio Grande do Sul","Espumoso"
"Brazil","Brazilian","Rio Grande do Norte","Espírito Santo"
"Brazil","Brazilian","Minas Gerais","Espírito Santo do Dourado"
"Brazil","Brazilian","São Paulo","Espírito Santo do Pinhal"
"Brazil","Brazilian","São Paulo","Espírito Santo do Turvo"
"Brazil","Brazilian","Rio Grande do Sul","Estação"
"Brazil","Brazilian","Rio Grande do Sul","Esteio"
"Brazil","Brazilian","Minas Gerais","Estiva"
"Brazil","Brazilian","São Paulo","Estiva Gerbi"
"Brazil","Brazilian","Maranhão","Estreito"
"Brazil","Brazilian","Rio Grande do Sul","Estrela"
"Brazil","Brazilian","Minas Gerais","Estrela Dalva"
"Brazil","Brazilian","Rio Grande do Sul","Estrela Velha"
"Brazil","Brazilian","São Paulo","Estrela d'Oeste"
"Brazil","Brazilian","Alagoas","Estrela de Alagoas"
"Brazil","Brazilian","Minas Gerais","Estrela do Indaiá"
"Brazil","Brazilian","São Paulo","Estrela do Norte"
"Brazil","Brazilian","Goiás","Estrela do Norte"
"Brazil","Brazilian","Minas Gerais","Estrela do Sul"
"Brazil","Brazilian","Sergipe","Estância"
"Brazil","Brazilian","Rio Grande do Sul","Estância Velha"
"Brazil","Brazilian","Bahia","Euclides da Cunha"
"Brazil","Brazilian","São Paulo","Euclides da Cunha Paulista"
"Brazil","Brazilian","Minas Gerais","Eugenópolis"
"Brazil","Brazilian","Rio Grande do Sul","Eugênio de Castro"
"Brazil","Brazilian","Bahia","Eunápolis"
"Brazil","Brazilian","Ceará","Eusébio"
"Brazil","Brazilian","Minas Gerais","Ewbank da Câmara"
"Brazil","Brazilian","Rondônia","Extrema"
"Brazil","Brazilian","Minas Gerais","Extrema"
"Brazil","Brazilian","Rio Grande do Norte","Extremoz"
"Brazil","Brazilian","Pernambuco","Exu"
"Brazil","Brazilian","Paraíba","Fagundes"
"Brazil","Brazilian","Rio Grande do Sul","Fagundes Varela"
"Brazil","Brazilian","Goiás","Faina"
"Brazil","Brazilian","Minas Gerais","Fama"
"Brazil","Brazilian","Minas Gerais","Faria Lemos"
"Brazil","Brazilian","Ceará","Farias Brito"
"Brazil","Brazilian","Pará","Faro"
"Brazil","Brazilian","Paraná","Farol"
"Brazil","Brazilian","Rio Grande do Sul","Farroupilha"
"Brazil","Brazilian","São Paulo","Fartura"
"Brazil","Brazilian","Piauí","Fartura do Piauí"
"Brazil","Brazilian","Paraná","Faxinal"
"Brazil","Brazilian","Rio Grande do Sul","Faxinal do Soturno"
"Brazil","Brazilian","Santa Catarina","Faxinal dos Guedes"
"Brazil","Brazilian","Rio Grande do Sul","Faxinalzinho"
"Brazil","Brazilian","Goiás","Fazenda Nova"
"Brazil","Brazilian","Paraná","Fazenda Rio Grande"
"Brazil","Brazilian","Rio Grande do Sul","Fazenda Vilanova"
"Brazil","Brazilian","Acre","Feijó"
"Brazil","Brazilian","Alagoas","Feira Grande"
"Brazil","Brazilian","Pernambuco","Feira Nova"
"Brazil","Brazilian","Sergipe","Feira Nova"
"Brazil","Brazilian","Maranhão","Feira Nova do Maranhão"
"Brazil","Brazilian","Bahia","Feira da Mata"
"Brazil","Brazilian","Bahia","Feira de Santana"
"Brazil","Brazilian","Rio Grande do Norte","Felipe Guerra"
"Brazil","Brazilian","Minas Gerais","Felisburgo"
"Brazil","Brazilian","Minas Gerais","Felixlândia"
"Brazil","Brazilian","Rio Grande do Sul","Feliz"
"Brazil","Brazilian","Alagoas","Feliz Deserto"
"Brazil","Brazilian","Mato Grosso","Feliz Natal"
"Brazil","Brazilian","Minas Gerais","Felício dos Santos"
"Brazil","Brazilian","Paraná","Fernandes Pinheiro"
"Brazil","Brazilian","Minas Gerais","Fernandes Tourinho"
"Brazil","Brazilian","Maranhão","Fernando Falcão"
"Brazil","Brazilian","Rio Grande do Norte","Fernando Pedroza"
"Brazil","Brazilian","São Paulo","Fernando Prestes"
"Brazil","Brazilian","Pernambuco","Fernando de Noronha"
"Brazil","Brazilian","Pernambuco","Fernando de Noronha (Distrito Estadual)"
"Brazil","Brazilian","São Paulo","Fernandópolis"
"Brazil","Brazilian","São Paulo","Fernão"
"Brazil","Brazilian","São Paulo","Ferraz de Vasconcelos"
"Brazil","Brazilian","Amapá","Ferreira Gomes"
"Brazil","Brazilian","Pernambuco","Ferreiros"
"Brazil","Brazilian","Minas Gerais","Ferros"
"Brazil","Brazilian","Minas Gerais","Fervedouro"
"Brazil","Brazilian","Paraná","Figueira"
"Brazil","Brazilian","Mato Grosso do Sul","Figueirão"
"Brazil","Brazilian","Tocantins","Figueirópolis"
"Brazil","Brazilian","Mato Grosso","Figueirópolis d'Oeste"
"Brazil","Brazilian","Tocantins","Filadélfia"
"Brazil","Brazilian","Bahia","Filadélfia"
"Brazil","Brazilian","Bahia","Firmino Alves"
"Brazil","Brazilian","Goiás","Firminópolis"
"Brazil","Brazilian","Alagoas","Flexeiras"
"Brazil","Brazilian","Paraná","Flor da Serra do Sul"
"Brazil","Brazilian","Santa Catarina","Flor do Sertão"
"Brazil","Brazilian","São Paulo","Flora Rica"
"Brazil","Brazilian","Paraná","Floraí"
"Brazil","Brazilian","São Paulo","Floreal"
"Brazil","Brazilian","Pernambuco","Flores"
"Brazil","Brazilian","Rio Grande do Sul","Flores da Cunha"
"Brazil","Brazilian","Goiás","Flores de Goiás"
"Brazil","Brazilian","Piauí","Flores do Piauí"
"Brazil","Brazilian","Pernambuco","Floresta"
"Brazil","Brazilian","Paraná","Floresta"
"Brazil","Brazilian","Bahia","Floresta Azul"
"Brazil","Brazilian","Pará","Floresta do Araguaia"
"Brazil","Brazilian","Piauí","Floresta do Piauí"
"Brazil","Brazilian","Minas Gerais","Florestal"
"Brazil","Brazilian","Paraná","Florestópolis"
"Brazil","Brazilian","Piauí","Floriano"
"Brazil","Brazilian","Rio Grande do Sul","Floriano Peixoto"
"Brazil","Brazilian","Santa Catarina","Florianópolis"
"Brazil","Brazilian","Rio Grande do Norte","Florânia"
"Brazil","Brazilian","São Paulo","Florínea"
"Brazil","Brazilian","Paraná","Flórida"
"Brazil","Brazilian","São Paulo","Flórida Paulista"
"Brazil","Brazilian","Amazonas","Fonte Boa"
"Brazil","Brazilian","Rio Grande do Sul","Fontoura Xavier"
"Brazil","Brazilian","Minas Gerais","Formiga"
"Brazil","Brazilian","Rio Grande do Sul","Formigueiro"
"Brazil","Brazilian","Goiás","Formosa"
"Brazil","Brazilian","Maranhão","Formosa da Serra Negra"
"Brazil","Brazilian","Paraná","Formosa do Oeste"
"Brazil","Brazilian","Bahia","Formosa do Rio Preto"
"Brazil","Brazilian","Santa Catarina","Formosa do Sul"
"Brazil","Brazilian","Minas Gerais","Formoso"
"Brazil","Brazilian","Goiás","Formoso"
"Brazil","Brazilian","Tocantins","Formoso do Araguaia"
"Brazil","Brazilian","Rio Grande do Sul","Forquetinha"
"Brazil","Brazilian","Ceará","Forquilha"
"Brazil","Brazilian","Santa Catarina","Forquilhinha"
"Brazil","Brazilian","Ceará","Fortaleza"
"Brazil","Brazilian","Minas Gerais","Fortaleza de Minas"
"Brazil","Brazilian","Tocantins","Fortaleza do Tabocão"
"Brazil","Brazilian","Maranhão","Fortaleza dos Nogueiras"
"Brazil","Brazilian","Rio Grande do Sul","Fortaleza dos Valos"
"Brazil","Brazilian","Ceará","Fortim"
"Brazil","Brazilian","Maranhão","Fortuna"
"Brazil","Brazilian","Minas Gerais","Fortuna de Minas"
"Brazil","Brazilian","Paraná","Foz do Iguaçu"
"Brazil","Brazilian","Paraná","Foz do Jordão"
"Brazil","Brazilian","Santa Catarina","Fraiburgo"
"Brazil","Brazilian","São Paulo","Franca"
"Brazil","Brazilian","Piauí","Francinópolis"
"Brazil","Brazilian","Paraná","Francisco Alves"
"Brazil","Brazilian","Piauí","Francisco Ayres"
"Brazil","Brazilian","Minas Gerais","Francisco Badaró"
"Brazil","Brazilian","Paraná","Francisco Beltrão"
"Brazil","Brazilian","Rio Grande do Norte","Francisco Dantas"
"Brazil","Brazilian","Minas Gerais","Francisco Dumont"
"Brazil","Brazilian","Piauí","Francisco Macedo"
"Brazil","Brazilian","São Paulo","Francisco Morato"
"Brazil","Brazilian","Piauí","Francisco Santos"
"Brazil","Brazilian","Minas Gerais","Francisco Sá"
"Brazil","Brazilian","Minas Gerais","Franciscópolis"
"Brazil","Brazilian","São Paulo","Franco da Rocha"
"Brazil","Brazilian","Ceará","Frecheirinha"
"Brazil","Brazilian","Rio Grande do Sul","Frederico Westphalen"
"Brazil","Brazilian","Santa Catarina","Freguesia do Ribeirao da Ilha"
"Brazil","Brazilian","Minas Gerais","Frei Gaspar"
"Brazil","Brazilian","Minas Gerais","Frei Inocêncio"
"Brazil","Brazilian","Minas Gerais","Frei Lagonegro"
"Brazil","Brazilian","Paraíba","Frei Martinho"
"Brazil","Brazilian","Pernambuco","Frei Miguelinho"
"Brazil","Brazilian","Sergipe","Frei Paulo"
"Brazil","Brazilian","Santa Catarina","Frei Rogério"
"Brazil","Brazilian","Minas Gerais","Fronteira"
"Brazil","Brazilian","Minas Gerais","Fronteira dos Vales"
"Brazil","Brazilian","Piauí","Fronteiras"
"Brazil","Brazilian","Minas Gerais","Fruta de Leite"
"Brazil","Brazilian","Minas Gerais","Frutal"
"Brazil","Brazilian","Rio Grande do Norte","Frutuoso Gomes"
"Brazil","Brazilian","Espírito Santo","Fundão"
"Brazil","Brazilian","Minas Gerais","Funilândia"
"Brazil","Brazilian","Tocantins","Fátima"
"Brazil","Brazilian","Bahia","Fátima"
"Brazil","Brazilian","Mato Grosso do Sul","Fátima do Sul"
"Brazil","Brazilian","Paraná","Fênix"
"Brazil","Brazilian","São Paulo","Gabriel Monteiro"
"Brazil","Brazilian","Paraíba","Gado Bravo"
"Brazil","Brazilian","Minas Gerais","Galiléia"
"Brazil","Brazilian","Rio Grande do Norte","Galinhos"
"Brazil","Brazilian","Santa Catarina","Galvão"
"Brazil","Brazilian","Pernambuco","Gameleira"
"Brazil","Brazilian","Goiás","Gameleira de Goiás"
"Brazil","Brazilian","Minas Gerais","Gameleiras"
"Brazil","Brazilian","Bahia","Gandu"
"Brazil","Brazilian","Pernambuco","Garanhuns"
"Brazil","Brazilian","Sergipe","Gararu"
"Brazil","Brazilian","Rio Grande do Sul","Garibaldi"
"Brazil","Brazilian","Santa Catarina","Garopaba"
"Brazil","Brazilian","Pará","Garrafão do Norte"
"Brazil","Brazilian","Rio Grande do Sul","Garruchos"
"Brazil","Brazilian","Santa Catarina","Garuva"
"Brazil","Brazilian","São Paulo","Garça"
"Brazil","Brazilian","Santa Catarina","Gaspar"
"Brazil","Brazilian","São Paulo","Gastão Vidigal"
"Brazil","Brazilian","Rio Grande do Sul","Gaurama"
"Brazil","Brazilian","Bahia","Gavião"
"Brazil","Brazilian","São Paulo","Gavião Peixoto"
"Brazil","Brazilian","Mato Grosso","Gaúcha do Norte"
"Brazil","Brazilian","Piauí","Geminiano"
"Brazil","Brazilian","Paraná","General Carneiro"
"Brazil","Brazilian","Mato Grosso","General Carneiro"
"Brazil","Brazilian","Rio Grande do Sul","General Câmara"
"Brazil","Brazilian","Sergipe","General Maynard"
"Brazil","Brazilian","São Paulo","General Salgado"
"Brazil","Brazilian","Ceará","General Sampaio"
"Brazil","Brazilian","Rio Grande do Sul","Gentil"
"Brazil","Brazilian","Bahia","Gentio do Ouro"
"Brazil","Brazilian","São Paulo","Getulina"
"Brazil","Brazilian","Rio Grande do Sul","Getúlio Vargas"
"Brazil","Brazilian","Piauí","Gilbués"
"Brazil","Brazilian","Alagoas","Girau do Ponciano"
"Brazil","Brazilian","Rio Grande do Sul","Giruá"
"Brazil","Brazilian","Minas Gerais","Glaucilândia"
"Brazil","Brazilian","São Paulo","Glicério"
"Brazil","Brazilian","Rio Grande do Sul","Glorinha"
"Brazil","Brazilian","Bahia","Glória"
"Brazil","Brazilian","Mato Grosso","Glória d'Oeste"
"Brazil","Brazilian","Mato Grosso do Sul","Glória de Dourados"
"Brazil","Brazilian","Pernambuco","Glória do Goitá"
"Brazil","Brazilian","Maranhão","Godofredo Viana"
